GeneID	GOTerms_num	GO_Anno	KEGG_entry	KEGG_url	KOG_class	KOG_class_annotation	NR_ID	E_value	Identity	Score	Annotation	NT_ID	E_value	Identity	Score	Annotation	Swissprot_ID	E_value	Identity	Score	Annotation	category
HJ_1-10k_transcript/116441	1	GO:0003824: catalytic activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	ABS72186.1	8.20E-77	229/581(39.41)	294	fructan:fructan 1-fructosyltransferase [Agave tequilana]	JN790056.1	0	1276/1705(74.84)	6.91E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	3.50E-68	196/575(34.09)	261	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/204216	6	"GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	1.60E-173	300/401(74.81)	615	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	0	920/1176(78.23)	7.26E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	2.30E-173	289/399(72.43)	610	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/37728	4	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0016757: transferase activity, transferring glycosyl groups (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	BAM66575.1	1.80E-149	249/329(75.68)	5.36E+02	sucrose:sucrose 1-fructosyltransferase [Asparagus officinalis]	JN790060.1	4.00E-114	753/1007(74.78)	4.24E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST2) gene, complete cds"	sp|Q5FC15|GFT_ASPOF	4.60E-101	171/330(51.82)	370	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/167648	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	AFJ21580.1	1.00E-301	477/571(83.54)	1041	cell wall invertase [Agave tequilana]	JN790057.1	0	1386/1666(83.19)	1.52E+03	"Agave tequilana cell wall invertase (Cwinv1) mRNA, complete cds"	sp|Q01IS8|INV3_ORYSI	1.40E-222	351/562(62.46)	773	"Beta-fructofuranosidase, insoluble isoenzyme 3 OS=Oryza sativa subsp. indica GN=CIN3 PE=2 SV=2"	sacA
HJ_1-10k_transcript/328304	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21579.1	2.70E-37	82/98(83.67)	1.61E+02	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	6.00E-44	194/240(80.83)	1.87E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	6.90E-37	76/95(80.00)	154	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/105695	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	ABS72186.1	6.50E-266	434/529(82.04)	922	fructan:fructan 1-fructosyltransferase [Agave tequilana]	EU026119.2	0	1293/1567(82.51)	1.36E+03	"Agave tequilana fructan:fructan 1-fructosyltransferase mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	4.80E-233	371/525(70.67)	808	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/231637	6	"GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	8.20E-184	316/420(75.24)	649	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	0	969/1233(78.59)	7.87E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	1.60E-183	304/417(72.90)	643	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/125530	6	"GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	AFJ21579.1	2.00E-272	434/532(81.58)	944	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790056.1	0	1277/1571(81.29)	1.26E+03	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	4.20E-263	416/530(78.49)	908	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/143619	6	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	3.00E-97	168/225(74.67)	3.62E+02	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790061.1	2.00E-35	145/174(83.33)	1.61E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) gene, complete cds"	sp|Q5FC15|GFT_ASPOF	1.60E-94	157/225(69.78)	348	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/123356	1	GO:0003824: catalytic activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	4.40E-51	209/667(31.33)	209	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	--	--	--	--	--	sp|Q5FC15|GFT_ASPOF	5.60E-50	214/662(32.33)	200	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/162829	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	AFJ21573.1	8.20E-81	135/166(81.33)	3.07E+02	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790056.1	5.00E-111	403/492(81.91)	4.12E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	4.50E-75	125/169(73.96)	283	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/176957	6	GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0050306: sucrose 1F-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	BAM66575.1	1.30E-250	415/516(80.43)	871	sucrose:sucrose 1-fructosyltransferase [Asparagus officinalis]	JN790054.1	0	1240/1585(78.23)	9.81E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	1.10E-200	328/517(63.44)	701	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/153677	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	XP_020248938.1	4.30E-282	448/563(79.57)	976	"beta-fructofuranosidase, insoluble isoenzyme 1-like [Asparagus officinalis]"	JN790057.1	0	1269/1632(77.76)	9.70E+02	"Agave tequilana cell wall invertase (Cwinv1) mRNA, complete cds"	sp|Q01IS8|INV3_ORYSI	3.00E-207	340/564(60.28)	723	"Beta-fructofuranosidase, insoluble isoenzyme 3 OS=Oryza sativa subsp. indica GN=CIN3 PE=2 SV=2"	sacA
HJ_1-10k_transcript/269160	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	ABS72186.1	8.50E-193	322/398(80.90)	679	fructan:fructan 1-fructosyltransferase [Agave tequilana]	EU026119.2	0	966/1168(82.71)	1.03E+03	"Agave tequilana fructan:fructan 1-fructosyltransferase mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	9.40E-172	279/392(71.17)	604	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/215729	5	GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005773: vacuole (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0050306: sucrose 1F-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	BAM66575.1	7.50E-205	335/428(78.27)	719	sucrose:sucrose 1-fructosyltransferase [Asparagus officinalis]	JN790054.1	0	1000/1298(77.04)	7.17E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	2.90E-160	256/429(59.67)	566	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/124377	5	GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	ABS72186.1	8.20E-287	475/631(75.28)	992	fructan:fructan 1-fructosyltransferase [Agave tequilana]	EU026119.2	0	1374/1672(82.18)	1.42E+03	"Agave tequilana fructan:fructan 1-fructosyltransferase mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	5.90E-249	404/608(66.45)	861	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/312956	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21579.1	6.00E-91	169/208(81.25)	3.40E+02	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	EU026119.2	1.00E-132	479/587(81.60)	4.83E+02	"Agave tequilana fructan:fructan 1-fructosyltransferase mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	1.40E-91	166/205(80.98)	337	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/174981	5	GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	5.60E-119	204/306(66.67)	4.34E+02	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	7.00E-164	641/799(80.23)	5.88E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	6.40E-119	212/280(75.71)	429	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/106123	1	GO:0003824: catalytic activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21570.1	3.10E-29	194/621(31.24)	1.36E+02	sucrose:sucrose 1-fructosyltransferase [Agave tequilana]	DQ535031.1	3.00E-49	1262/1784(70.74)	2.07E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	4.00E-09	63/196(32.14)	65	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/160952	5	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005773: vacuole (cellular_component); GO:0008152: metabolic process (biological_process); GO:0016020: membrane (cellular_component); GO:0050738: fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	2.50E-250	425/611(69.56)	870	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	0	805/1022(78.77)	6.65E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	3.10E-241	411/607(67.71)	835	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/328889	5	GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21579.1	2.00E-17	46/56(82.14)	9.40E+01	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790061.1	3.00E-25	109/130(83.85)	1.24E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) gene, complete cds"	sp|Q5FC15|GFT_ASPOF	2.50E-16	39/53(73.58)	85	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/72547	4	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0016757: transferase activity, transferring glycosyl groups (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	BAM66575.1	1.50E-149	249/329(75.68)	5.36E+02	sucrose:sucrose 1-fructosyltransferase [Asparagus officinalis]	JN790060.1	1.00E-117	755/1007(74.98)	4.35E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST2) gene, complete cds"	sp|Q5FC15|GFT_ASPOF	3.90E-101	171/330(51.82)	370	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/267403	6	"GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function); GO:0047207: 1,2-beta-fructan 1F-fructosyltransferase activity (molecular_function);"	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	AFJ21579.1	1.10E-160	271/338(80.18)	572	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790056.1	0	768/938(81.88)	7.87E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT2) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	4.90E-157	261/335(77.91)	555	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/151241	5	GO:0004575: sucrose alpha-glucosidase activity (molecular_function); GO:0005773: vacuole (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0050306: sucrose 1F-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	BAM66575.1	1.50E-258	424/535(79.25)	898	sucrose:sucrose 1-fructosyltransferase [Asparagus officinalis]	DQ535031.1	0	1222/1581(77.29)	9.18E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	5.00E-202	328/536(61.19)	705	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/154972	5	GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005774: vacuolar membrane (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0033841: 6G-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	--	--	AFJ21572.1	9.80E-162	287/392(73.21)	576	fructan:fructan 6G-fructosyltransferase [Agave tequilana]	JN790055.1	0	863/1100(78.45)	6.99E+02	"Agave tequilana fructan:fructan 6G-fructosyltransferase (FFT1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	1.60E-160	274/374(73.26)	567	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
HJ_1-10k_transcript/104096	5	GO:0004564: beta-fructofuranosidase activity (molecular_function); GO:0005773: vacuole (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component); GO:0050306: sucrose 1F-fructosyltransferase activity (molecular_function);	"K01193|INV, sacA"	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	[G]	Carbohydrate transport and metabolism 	XP_020240888.1	4.70E-280	475/627(75.76)	969	6(G)-fructosyltransferase-like [Asparagus officinalis]	DQ535031.1	0	1265/1631(77.56)	9.72E+02	"Agave tequilana sucrose:sucrose 1-fructosyltransferase (SST1) mRNA, complete cds"	sp|Q5FC15|GFT_ASPOF	3.20E-216	358/612(58.50)	753	6(G)-fructosyltransferase OS=Asparagus officinalis GN=FT1 PE=1 SV=1	sacA
